V240001	V241172 - PRE: What does R dislike about the Democratic party [text]
345337	They never follow through. If they ever get power in congress and house, they just, there's always a couple people who turn and nothing ever gets passed. /AE/ I guess corporate lobbying. I'd also say media but also that's just media on both sides. Democrat media is sickening in the same way. They rose with Biden for so long when everyone knew he was demented, he could barely run office. It's like grandpa. Then they all of a sudden change him for Kamala. They follow whatever narrative was passed down. It's not objective reporting, every story has to have some emotional narrative. They want you to be upset. /AE/ Nah. 
345364	They put themselves on a high horse and I guess what I mean by that is um they are the opposite of the Republican party and so there is no true medium anymore. /AE/ Nope. 
345378	when they go too far left, when they go so extreme. /ae/ no 
345491	well the rich is for rthe rich which is democrat ita not working out right not that i have a sayao/no 
345802	yeah I dont agree with all of the decisions or positions from democratic party members, I their position on international involvement in war, I oppose that, Im fairly pacifist, I sometime wish I had another option beside democratic party, on this thermomenter, I think I said 65%, its a little bit in the feeling category more than the fact category my reason or the things I dont like about the emocratic party/ae/nothing else comes to mind 
345806	I don't anything abou their policies. They have none other than abortion and open borders. /ao/ that's enough. 
345831	I would like it if we had an effective third party system but i dont think our numbers can do that im not sure if they can./ AE/NO 
345922	Occasionally unrealistic expectations /AE/ Don't always sell ideas well /AE/ No 
346089	I don't know how to put this delicately, they need to toughen up a little bit, they're a bunch of pussies right now. They pushed joe biden out which i approve of and put kamala harris in there. Over the last couple election cycles, we see the same type of setup happen and we lost every time. Even with biden it was so close we barely got it in. We've come to the point where we need to play it dirty a little bit, don't hate the player hate the game, we need to protect democracy. They certainly aren't being nice about it. /AE/ No. 
346091	Just that they were more moderate and too extreme now. /AE/ No. 
346093	their fiscal policies/ae/no 
346116	i think a lot of those people are getting too old and are getting out of touch, i still think they care more 
346251	I think they are little weak willed/AO// 
346443	in fighting that's lead to weakness, not strong enough in criticism or condemnation of Republicans. They did not condemn when they had the chance, instead let Joe Biden play it out. /ao/ their hesitancy /ao/ that;s it. 
346515	I don't think they play dirty enough or as dirty as the republicans /ao/ nope 
346628	I feel like they could be doing more, for example gun control. /ae/ It just, how do I say, it just feels that when things are passed there's a lot of concessions that need to be made and it still doesn't tackle the main issue. /ae/ That's it for now. 
