V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
360536	Just because she's Democrat actually, I've just been raised that way /ae/ no 
360636	she seems to be bring in unity /ae / she will have a well balance to approce / ae / no 
360975	if she addressed the VAa/no 
360976	her support of middle class , tax policys, foreign relations, belief in public school sys, support personal home buyers, support for womans rights 
360982	basicallay everything the fact that she stands for the middle class and more compassion for everyone including the middle class. that goes a long way for me/ao/i tyhink she is a strong person and peoplke underestimate tnnd think she is goont o be a pushover/ao/no 
360996	Que cumplanlas promesas que prometen. Va uno a votar Y luego no se ve nada de lo que se prometio./ao/ No 
361162	She's runnin against donald trump /ae/ no 
361563	because she ocmes from a stron political bacnkground and i generally like her/ao/ i think its the things she and biden are doing have been really good for the past 4 yrs/aono 
361668	I just believe in her beliefs and the way she thinks about the common perople like me- regular Joe working people and people like me that came from not having a lot and working theor way/AE/the way she is for the people - I want to help the people/AE/No 
361718	mainly because shes a middle class person, She comes across as being a real person, not tied up in politics. She seems like an honest person, she's worked hard all her llife and I respect that. And i like the messages she gives out. Trump favors the corporate world giving them tax credits, and kamala doesn't seem to be that kind of person. the fact that she's not white should not be held against her at all. 
361853	she is just she and joe biden have have been doing a great job/i like her i think her and joe biden will preserve democracy and i hope she doez something about guns i hope her justice department steps up to the plate morte than joe biden has/ao/she is like for womans rights/ao/no 
361932	like joe biden will try to protect the middle class, donal trump got rid of the clean water act that obama put in place , . theyre not gonna raise taxes for the middle class . 
362218	I think she has a career in public service as a U.S attorney. She has been a public servant, She leans left but shes not a super libral person, she is younger than some of our recent canadidates, i think that her policies align with my values. /AO/ Abortion also a big factor/AO/I think thats mostly what comes to mind 
362312	she looks like/ao/no 
362679	Intelliigent and a prosecutor she is not Trump 
362840	She is a woman, likes the VP candidate, is very moderate AE: NO 
362848	she claims she is doing more stuff she is not piclking at the peopl. donald trump is harrassing and calling the people names we dont need apresident like that/ao/no 
362976	She is running against donald trump /ae/ she has integrity /ae/ she is articulate /ae/ sounds good /ae/ No 
362981	she is very strong on womens issues she is good on the economy i ifeel like she would be well suited for student loans to make affordable education and i think affordable housing is important and she has a plan for that 
363094	she is the right person for the job 
363127	You know when I first started to look at presidencies, I was excited to have a women in the white house. I think woman can bring a different view or outlook to things that they do and I thought that that woud have been a good thing. /AO/ NO 
